"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","NumTx","meanExprs","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000090432.6",2438,"ENSG00000090432.6","ENSG00000090432","protein_coding","MUL1",79594,"InGen",1,6.24789150012691,-0.517360745695328,3.88766030232436,-2.95095697580964,0.0032262411106253,0.0655712891255516,-2.22606115576183
"ENSG00000185100.10",5775,"ENSG00000185100.10","ENSG00000185100","protein_coding","ADSSL1",122622,"InGen",12,0.624383451165905,-0.909367046226374,1.81393070085327,-2.89506970184563,0.00385582826321028,0.0724305080830498,-2.22709646262722
"ENSG00000279674.1",5984,"ENSG00000279674.1","ENSG00000279674","TEC","RP11-1086I4.2",NA,"InGen",1,2.32725694682254,2.91186821104736,3.07451662159673,2.80428290760224,0.00511996701715946,0.0844599635229135,-2.22806544565315
"ENSG00000088325.15",3605,"ENSG00000088325.15","ENSG00000088325","protein_coding","TPX2",22974,"InGen",2,0.976017725403273,0.899932442329875,1.47435341375537,2.83182638484289,0.00470161893226618,0.0803633721242973,-2.23196616309641
"ENSG00000106823.12",4916,"ENSG00000106823.12","ENSG00000106823","protein_coding","ECM2",1842,"InGen",4,0.974234920423456,-1.49146509837929,2.03686702019427,-2.91131240679216,0.00366221040398192,0.0709097763790373,-2.23468205646941
"ENSG00000144057.15",7708,"ENSG00000144057.15","ENSG00000144057","protein_coding","ST6GAL2",84620,"InGen",5,8.95980204485,1.09868861125012,5.51316248982031,2.96670142327228,0.00306664847028754,0.0634261948532502,-2.23572053939861
"ENSG00000274297.1",588,"ENSG00000274297.1","ENSG00000274297","sense_intronic","RP11-138H8.8",NA,"InGen",1,0.379881166415192,-1.55599043984977,-2.28873687775015,-2.79202732435722,0.00531671675201965,0.0860736906033536,-2.23721567724299
"ENSG00000117305.14",5658,"ENSG00000117305.14","ENSG00000117305","protein_coding","HMGCL",3155,"InGen",9,2.40939883733012,-0.508247586085861,3.65883358150338,-2.94291658055962,0.00331063208618055,0.0663606884938488,-2.24174622231231
"ENSG00000116133.11",4250,"ENSG00000116133.11","ENSG00000116133","protein_coding","DHCR24",1718,"InGen",3,37.4517524257336,-0.878202990008089,7.32454048881574,-2.97377533235917,0.00299731894683131,0.0627409806600002,-2.24301559693125
"ENSG00000224940.8",3683,"ENSG00000224940.8","ENSG00000224940","protein_coding","PRRT4",401399,"InGen",7,0.566819222730663,1.22774790588124,0.694475080889369,2.80467040219288,0.00511385509160389,0.0844127013787416,-2.24313821357929
"ENSG00000164051.13",2410,"ENSG00000164051.13","ENSG00000164051","protein_coding","CCDC51",79714,"InGen",6,2.80124510485611,-0.665899932857996,2.78184053582604,-2.90540767604621,0.00373154847887207,0.0714134230927461,-2.24316292646332
"ENSG00000110786.17",5497,"ENSG00000110786.17","ENSG00000110786","protein_coding","PTPN5",84867,"InGen",6,17.4805023578421,1.99698723762043,6.87898710097063,2.96923341269627,0.00304166660389833,0.0631641486868123,-2.243820013129
"ENSG00000204652.6",348,"ENSG00000204652.6","ENSG00000204652","processed_pseudogene","RPS26P8",NA,"InGen",1,0.56992395848326,2.62955356628193,-2.52423654298671,2.78860255478543,0.00537290660727649,0.0866956860406287,-2.2441048664701
"ENSG00000172409.5",2793,"ENSG00000172409.5","ENSG00000172409","protein_coding","CLP1",10978,"InGen",6,1.21388353971141,-0.651551263673543,1.83520626166598,-2.86288038680426,0.00426728903288178,0.076563823517502,-2.24733821733581
"ENSG00000259066.5",920,"ENSG00000259066.5","ENSG00000259066","protein_coding","RP11-371E8.4",NA,"InGen",3,0.290918286327786,-1.33889800286583,-2.12377679183611,-2.78584942135609,0.00541846564788796,0.0867982465510195,-2.24827331011087
"ENSG00000198142.4",4657,"ENSG00000198142.4","ENSG00000198142","protein_coding","SOWAHC",65124,"InGen",1,1.48467382532256,-0.790607101566705,2.48906382261581,-2.90024451175306,0.00379315531506616,0.071824072746606,-2.25116929663265
"ENSG00000281406.1",2994,"ENSG00000281406.1","ENSG00000281406","lincRNA","BLACAT1",NA,"InGen",1,0.22709389033386,-1.26759684684629,-0.981856127430769,-2.83766408323302,0.00461703350599601,0.0794924748933009,-2.25251218662831
"ENSG00000113532.12",7794,"ENSG00000113532.12","ENSG00000113532","protein_coding","ST8SIA4",7903,"InGen",4,2.11855175730047,-0.768592852519864,3.75836573941198,-2.961481101149,0.003118747019974,0.0640458035199054,-2.25284452080386
"ENSG00000164930.11",4065,"ENSG00000164930.11","ENSG00000164930","protein_coding","FZD6",8323,"InGen",7,1.69598661845549,-0.820263910318889,2.64656564932417,-2.90952731567476,0.00368304765600673,0.0710852805945531,-2.25529882998531
"ENSG00000207369.1",107,"ENSG00000207369.1","ENSG00000207369","snRNA","RNU6-665P",NA,"InGen",1,0.643107226946565,1.90070401901385,-4.37728069826542,2.79737992397099,0.00522996078883461,0.0853002011217831,-2.256177365566
"ENSG00000164241.13",7190,"ENSG00000164241.13","ENSG00000164241","protein_coding","C5orf63",401207,"InGen",8,0.503198257783562,-0.685666164839021,1.77244807038361,-2.89187155593636,0.00389503095515011,0.0730086624167213,-2.25806403185504
"ENSG00000157978.11",5397,"ENSG00000157978.11","ENSG00000157978","protein_coding","LDLRAP1",26119,"InGen",7,2.53295018283356,-1.42382189090469,3.679709778762,-2.9317443662655,0.00343123747921347,0.0681997798047338,-2.2616048086951
"ENSG00000201376.1",135,"ENSG00000201376.1","ENSG00000201376","snoRNA","SNORA70",NA,"InGen",1,1.08037456023685,-1.75547717662173,-3.06479368902113,-2.7822741935243,0.00547814984101794,0.0871609177275303,-2.26249720297788
"ENSG00000067167.7",3878,"ENSG00000067167.7","ENSG00000067167","protein_coding","TRAM1",23471,"InGen",5,12.5237640766884,-0.645274615353181,5.52112693556236,-2.96419898767908,0.00309152267830166,0.0637870040857495,-2.2638590122948
"ENSG00000273287.2",1313,"ENSG00000273287.2","ENSG00000273287","lincRNA","CTA-268H5.14",NA,"InGen",1,0.999023538748601,1.59952962114527,-0.255208654890414,2.78159101585777,0.00548962206401351,0.0872366714060044,-2.26430451695364
"ENSG00000071282.11",9130,"ENSG00000071282.11","ENSG00000071282","protein_coding","LMCD1",29995,"InGen",7,0.655716580325338,-0.851233424559531,2.26778711177315,-2.88188234639098,0.00401982360529782,0.0740661758260331,-2.26631123105871
"ENSG00000163932.13",3396,"ENSG00000163932.13","ENSG00000163932","protein_coding","PRKCD",5580,"InGen",6,5.99339940406009,1.09198736852152,4.08957092695977,2.90539264687088,0.0037317264776408,0.0714134230927461,-2.2665568477496
"ENSG00000010318.20",3367,"ENSG00000010318.20","ENSG00000010318","protein_coding","PHF7",51533,"InGen",11,1.61892689168639,0.497138174501075,2.2657442579148,2.86177483572706,0.00428210387197897,0.0767237329177871,-2.26810708336604
"ENSG00000106648.13",3325,"ENSG00000106648.13","ENSG00000106648","protein_coding","GALNTL5",168391,"InGen",11,0.431253572080366,3.03983532954008,0.239522412943281,2.78094482526913,0.00550049315807347,0.0873560300083043,-2.26877557716544
"ENSG00000082781.11",6447,"ENSG00000082781.11","ENSG00000082781","protein_coding","ITGB5",3693,"InGen",13,4.06167099961412,-0.78745788544288,4.67957318907141,-2.95956924673585,0.00313802846975243,0.0642381607532469,-2.27140240259868
"ENSG00000282936.1",3537,"ENSG00000282936.1","ENSG00000282936","protein_coding","CTC-281F24.5",NA,"InGen",1,2.12650624614864,1.1011669804589,2.48821504668145,2.85276955092589,0.00440452862589294,0.0778972348407922,-2.27302259861998
"ENSG00000138326.18",4880,"ENSG00000138326.18","ENSG00000138326","protein_coding","RPS24",6229,"InGen",14,38.9119961336741,0.585432030258548,7.44475429704674,2.96585752029059,0.00307501637051024,0.0635487087444557,-2.2739062370009
"ENSG00000075429.8",1311,"ENSG00000075429.8","ENSG00000075429","protein_coding","CACNG5",27091,"InGen",2,1.22316127734673,-1.12353487643866,0.317687344398144,-2.87253612154367,0.00413986295224649,0.0753698578658993,-2.27448630252976
"ENSG00000148090.11",2258,"ENSG00000148090.11","ENSG00000148090","protein_coding","AUH",549,"InGen",5,8.62727706079706,-0.502072059389369,4.28707485740701,-2.94574379803954,0.00328073117128306,0.0661927323052326,-2.27488793732399
"ENSG00000231200.1",636,"ENSG00000231200.1","ENSG00000231200","lincRNA","AC068490.2",NA,"InGen",1,0.404274316277808,3.00294257411078,-2.66038173743812,2.78499274951882,0.00543271297682891,0.0867982465510195,-2.27555695098207
"ENSG00000196126.10",1304,"ENSG00000196126.10","ENSG00000196126","protein_coding","HLA-DRB1",3123,"InGen",2,8.6449768608097,-1.70649406012578,3.21368357536355,-2.89078738654772,0.00390840268609193,0.0731538178783426,-2.27603379981277
"ENSG00000256196.1",864,"ENSG00000256196.1","ENSG00000256196","antisense","RP11-881M11.4",NA,"InGen",1,1.35182018555699,2.32101682271104,-0.672753928878931,2.77552065685581,0.00559251566933712,0.0881711475872811,-2.27687586032314
"ENSG00000205279.8",2105,"ENSG00000205279.8","ENSG00000205279","protein_coding","CTXN3",613212,"InGen",4,2.24717986033604,-2.21469509310601,1.87461936499051,-2.93911745849232,0.00335120331082456,0.0669673971366772,-2.28106806153905
"ENSG00000069849.10",2584,"ENSG00000069849.10","ENSG00000069849","protein_coding","ATP1B3",483,"InGen",10,14.8164414887498,-0.72908290817906,5.26702890893566,-2.96145514364437,0.00311900808104375,0.0640458035199054,-2.28136369717523
"ENSG00000207598.1",87,"ENSG00000207598.1","ENSG00000207598","miRNA","MIR124-3",406909,"InGen",1,0.229850234523939,2.01893816118588,-4.92767040430759,2.79616549588431,0.0052495313953262,0.0854050796093182,-2.28173924830554
"ENSG00000213614.9",12611,"ENSG00000213614.9","ENSG00000213614","protein_coding","HEXA",3073,"InGen",16,3.20164842445975,-0.305704254768325,5.16697931340624,-2.95420558310266,0.00319270434828871,0.0650501000366849,-2.2817860563915
"ENSG00000260071.1",796,"ENSG00000260071.1","ENSG00000260071","lincRNA","RP11-418I22.2",NA,"InGen",1,0.448024273866788,-1.36236511466782,-1.70469106676336,-2.77322902732554,0.00563180996422205,0.0884687585799667,-2.28474037535545
"ENSG00000230063.1",650,"ENSG00000230063.1","ENSG00000230063","sense_intronic","RP11-384C4.6",NA,"InGen",1,1.10736289119488,-1.18718321751785,-0.598267932100729,-2.78516166637586,0.00542990103960636,0.0867982465510195,-2.28735468091532
"ENSG00000232995.7",3626,"ENSG00000232995.7","ENSG00000232995","antisense","RGS5",8490,"InGen",9,0.543528466875858,-0.826179765552294,0.896484884366011,-2.82034191384878,0.00487213486721194,0.082464688982927,-2.29221883544068
"ENSG00000168394.10",4578,"ENSG00000168394.10","ENSG00000168394","protein_coding","TAP1",6890,"InGen",3,2.79121651805566,-0.882460600040454,3.2921550494533,-2.91616660345213,0.00360608926760247,0.0704365956266935,-2.29336835464042
"ENSG00000223820.5",2695,"ENSG00000223820.5","ENSG00000223820","transcribed_unprocessed_pseudogene","CFL1P1",142913,"InGen",4,0.403193030354603,0.79758907183562,0.092211751417901,2.78471769081119,0.00543729466049395,0.0867982465510195,-2.29361416644581
"ENSG00000275651.1",67,"ENSG00000275651.1","ENSG00000275651","miRNA","MIR6851",102465512,"InGen",1,0.50947581648697,1.76393917357901,-4.74619516002603,2.78583492679316,0.00541870642614998,0.0867982465510195,-2.29381125101793
"ENSG00000276203.4",7672,"ENSG00000276203.4","ENSG00000276203","protein_coding","ANKRD20A3",441425,"InGen",7,0.307817566303118,1.29264063762865,1.08518211967664,2.81461730765999,0.00495920600548812,0.0833415887076148,-2.29445929046667
"ENSG00000163808.16",5285,"ENSG00000163808.16","ENSG00000163808","protein_coding","KIF15",56992,"InGen",7,0.517386616299093,0.538267819348487,1.29579719248672,2.81996384135985,0.00487784235348378,0.0825075767767542,-2.29463790292726
"ENSG00000279387.1",2076,"ENSG00000279387.1","ENSG00000279387","TEC","CTC-525D6.3",NA,"InGen",1,1.66724812815466,1.83010326347136,1.0485939033253,2.78527959334473,0.00542793870436279,0.0867982465510195,-2.2964182588037
"ENSG00000186806.5",3771,"ENSG00000186806.5","ENSG00000186806","protein_coding","VSIG10L",147645,"InGen",2,0.561342074112675,-0.643143292166254,0.936428145504001,-2.84716558529359,0.00448230770145357,0.0782158844449418,-2.29761429609775
"ENSG00000171617.13",5858,"ENSG00000171617.13","ENSG00000171617","protein_coding","ENC1",8507,"InGen",7,177.577386407777,1.92892966089722,9.29385502032943,2.9531157281238,0.00320391976464752,0.0652274910268646,-2.29780693291331
"ENSG00000271147.7",2711,"ENSG00000271147.7","ENSG00000271147","processed_transcript","ARMCX5-GPRASP2",NA,"InGen",9,3.7721144126093,0.57105431565196,3.21951506332256,2.88031333792512,0.00403975176226493,0.0743280016386155,-2.29885126611154
"ENSG00000281357.2",2832,"ENSG00000281357.2","ENSG00000281357","lincRNA","ARRDC3-AS1",100129716,"InGen",3,0.341665844061417,-0.844930179998441,-0.305235642842278,-2.78821055533804,0.0053793722263728,0.0866956860406287,-2.30184510032178
"ENSG00000177674.15",2435,"ENSG00000177674.15","ENSG00000177674","protein_coding","AGTRAP",57085,"InGen",14,2.00241681432298,-1.06659812633153,2.08261437082993,-2.86927240097813,0.00418254205545338,0.0756939607449404,-2.30203334556165
"ENSG00000255529.7",6574,"ENSG00000255529.7","ENSG00000255529","protein_coding","POLR2M",81488,"InGen",8,4.19524151168208,-0.792861641396546,4.79789914851419,-2.93844235617442,0.00335846005348289,0.0670093971377193,-2.30264814250813
"ENSG00000283608.1",1217,"ENSG00000283608.1","ENSG00000283608","lincRNA","RP1-111D6.5",NA,"InGen",1,0.477753518597455,-1.68393031741321,-1.56876798200987,-2.78654958540643,0.00540684629442005,0.0867982465510195,-2.30322433286608
"ENSG00000230498.1",497,"ENSG00000230498.1","ENSG00000230498","antisense","RP4-564M11.2",NA,"InGen",1,4.94687261128169,1.92752180950469,0.962235781740744,2.76209394748127,0.00582631431315367,0.0903235059710012,-2.30683947240434
"ENSG00000248429.5",5639,"ENSG00000248429.5","ENSG00000248429","antisense","RP11-597D13.9",NA,"InGen",5,0.850720655686821,-1.44384497593131,1.78582563034814,-2.87009406439993,0.00417175983015705,0.0756327838664037,-2.30744132926912
"ENSG00000260806.1",1512,"ENSG00000260806.1","ENSG00000260806","antisense","RP11-872J21.3",NA,"InGen",1,0.268182738597175,-1.12878395010756,-1.26496905908064,-2.76320634624071,0.00580661421093336,0.0900718116084997,-2.30836121715962
"ENSG00000279196.1",3641,"ENSG00000279196.1","ENSG00000279196","TEC","RP11-1072A3.3",NA,"InGen",1,0.641094238594492,1.37189832548515,0.741379900037049,2.78909156467457,0.00536485075183798,0.0866306769231576,-2.31003871867167
"ENSG00000233237.6",3443,"ENSG00000233237.6","ENSG00000233237","lincRNA","LINC00472",NA,"InGen",6,1.46825908417191,-0.716702978906088,2.42788549489913,-2.87533560082004,0.00410357028438738,0.075182960009516,-2.31311280486522
"ENSG00000242574.8",4655,"ENSG00000242574.8","ENSG00000242574","protein_coding","HLA-DMB",3109,"InGen",6,1.20176080897319,-1.45255666656664,2.25730837164185,-2.84499618558914,0.00451275045986359,0.0782671690830778,-2.31690936107742
"ENSG00000277938.1",2784,"ENSG00000277938.1","ENSG00000277938","lincRNA","RP5-965G21.3",NA,"InGen",1,1.25720878687714,1.47564322395718,1.87779162869046,2.79829045398169,0.00521533083922294,0.0851684492199234,-2.31696617722815
"ENSG00000279584.1",515,"ENSG00000279584.1","ENSG00000279584","TEC","AC005593.2",NA,"InGen",1,0.363031551099355,1.39042668098157,-2.58998608108667,2.75692414043504,0.00591866333622015,0.0912112681772682,-2.31781570359524
"ENSG00000269916.1",914,"ENSG00000269916.1","ENSG00000269916","lincRNA","RP11-193M21.1",NA,"InGen",1,0.231461591944884,-2.25721180732932,-2.61955358608623,-2.75561855172173,0.00594219318708251,0.0913845331236337,-2.3207595449078
"ENSG00000173153.13",3030,"ENSG00000173153.13","ENSG00000173153","protein_coding","ESRRA",2101,"InGen",7,4.27556611700141,-0.683414498168519,3.84921157848003,-2.92411499702082,0.00351588390122578,0.0692994311327277,-2.32279545678296
"ENSG00000207630.1",110,"ENSG00000207630.1","ENSG00000207630","miRNA","MIR7-3",407045,"InGen",1,0.742837029973742,2.09299187270136,-4.37415966788339,2.76923873430467,0.00570082658158237,0.0892831864264931,-2.32313336298539
"ENSG00000196735.11",6927,"ENSG00000196735.11","ENSG00000196735","protein_coding","HLA-DQA1",3117,"InGen",7,0.311938563502154,-2.50089105429993,0.575902830606512,-2.79960885739318,0.00519421298333651,0.0850372475697623,-2.32340031730118
"ENSG00000157184.6",10452,"ENSG00000157184.6","ENSG00000157184","protein_coding","CPT2",1376,"InGen",12,0.908355279215659,-0.652448739482121,3.20076875926725,-2.90496613739051,0.00373678108574263,0.0714329666670124,-2.32342534992362
"ENSG00000162688.16",8434,"ENSG00000162688.16","ENSG00000162688","protein_coding","AGL",178,"InGen",8,2.1616009656775,-0.779950982964443,4.03256065757753,-2.91006924628113,0.00367671035519432,0.0710684875943063,-2.32395002951134
"ENSG00000105464.3",5093,"ENSG00000105464.3","ENSG00000105464","protein_coding","GRIN2D",2906,"InGen",1,0.995132123362303,-1.17155577990573,1.64230931892361,-2.91054152193316,0.00367119569114191,0.0710146916505264,-2.3246786567011
"ENSG00000171033.12",4216,"ENSG00000171033.12","ENSG00000171033","protein_coding","PKIA",5569,"InGen",3,34.0202757483737,0.992761222310435,6.9427089361482,2.94892343854415,0.00324739741398668,0.0658034590559826,-2.32523786865687
"ENSG00000278744.1",186,"ENSG00000278744.1","ENSG00000278744","processed_pseudogene","CTA-444M12.3",NA,"InGen",1,0.207852835660787,1.98753486867001,-4.55471513703964,2.77919270634299,0.00553006763018433,0.0876650599082514,-2.32532067002853
"ENSG00000128791.11",4435,"ENSG00000128791.11","ENSG00000128791","protein_coding","TWSG1",57045,"InGen",3,5.00895829015097,-0.742828838837435,4.38673542393623,-2.92026799118601,0.00355928324087599,0.0697844990168129,-2.32640547074509
"ENSG00000125945.14",4392,"ENSG00000125945.14","ENSG00000125945","protein_coding","ZNF436",80818,"InGen",2,9.17184942635729,0.52063732414098,5.16150078498786,2.92852173186228,0.00346676283091673,0.0685912481569049,-2.32668671731287
"ENSG00000273082.1",345,"ENSG00000273082.1","ENSG00000273082","antisense","LL22NC03-32F9.1",NA,"InGen",1,0.654143022078498,2.57788110693348,-2.99567923350466,2.76844726730232,0.00571460632221974,0.0893912967298849,-2.32840704869381
"ENSG00000198715.11",3471,"ENSG00000198715.11","ENSG00000198715","protein_coding","GLMP",112770,"InGen",15,2.20500557332967,-0.502148858669019,2.92873523829503,-2.87887660161159,0.00405807862240138,0.0746123960574194,-2.33047630791196
"ENSG00000139842.14",7869,"ENSG00000139842.14","ENSG00000139842","protein_coding","CUL4A",8451,"InGen",12,5.9760569060384,-0.272458671483932,5.4321394185412,-2.94145584789852,0.00332617810636871,0.0666209386821062,-2.33182528070876
"ENSG00000163013.11",8011,"ENSG00000163013.11","ENSG00000163013","protein_coding","FBXO41",150726,"InGen",5,24.831413919566,0.963992557486354,7.22233806350881,2.94695729571232,0.00326797282012012,0.066117320916329,-2.3334638420321
"ENSG00000159147.17",3513,"ENSG00000159147.17","ENSG00000159147","protein_coding","DONSON",29980,"InGen",13,2.13931068456915,0.409308662168313,2.76426337680738,2.86201479539968,0.00427888435170467,0.0767189209487021,-2.33357581909608
"ENSG00000267786.1",500,"ENSG00000267786.1","ENSG00000267786","lincRNA","AF038458.3",NA,"InGen",1,1.28411960572879,1.22186874030934,-1.03203661839692,2.75596077177432,0.00593601741005179,0.0913703852140476,-2.33368664686891
"ENSG00000233423.1",575,"ENSG00000233423.1","ENSG00000233423","lincRNA","RP4-736H5.3",NA,"InGen",1,0.312096939818307,3.68985339815011,-2.70064272128584,2.77596014123352,0.00558500824732873,0.0881553317972413,-2.33601305472685
"ENSG00000234636.2",900,"ENSG00000234636.2","ENSG00000234636","antisense","MED14OS",NA,"InGen",1,0.356560074416594,-1.34985567197512,-1.84958108451753,-2.74935866516469,0.0060561880315458,0.0923453234276409,-2.33711879313781
"ENSG00000141433.12",3805,"ENSG00000141433.12","ENSG00000141433","protein_coding","ADCYAP1",116,"InGen",4,2.85056550602975,-2.17034194567946,2.44015135153887,-2.92919887849169,0.00345927047587523,0.0684951362009171,-2.33777439416482
"ENSG00000186487.17",13081,"ENSG00000186487.17","ENSG00000186487","protein_coding","MYT1L",23040,"InGen",13,19.5321377920441,0.807113295726818,7.87775207337356,2.94296879428086,0.00331007762400281,0.0663606884938488,-2.34230836510966
"ENSG00000231906.1",242,"ENSG00000231906.1","ENSG00000231906","processed_pseudogene","RP11-541M12.3",NA,"InGen",1,2.26377767301604,-1.32238107949625,-1.27484501197621,-2.75464345783951,0.00595982174571954,0.091474232452035,-2.34630311433001
"ENSG00000106511.5",2500,"ENSG00000106511.5","ENSG00000106511","protein_coding","MEOX2",4223,"InGen",1,0.246081888317666,-1.25780777910636,-1.30101064359786,-2.79109310785215,0.00533199140795832,0.08626080437094,-2.34648249840204
"ENSG00000167930.15",4699,"ENSG00000167930.15","ENSG00000167930","protein_coding","FAM234A",83986,"InGen",16,1.98154147531622,-0.703306448314,3.04831491064881,-2.88394554425455,0.00399375469385223,0.073813191111896,-2.34877413290295
"ENSG00000141959.16",8926,"ENSG00000141959.16","ENSG00000141959","protein_coding","PFKL",5211,"InGen",12,13.3418312619454,-0.610175085688937,6.69750312402661,-2.93884141699231,0.00335416877927634,0.066975176592647,-2.35095439855866
"ENSG00000162736.15",4175,"ENSG00000162736.15","ENSG00000162736","protein_coding","NCSTN",23385,"InGen",14,8.86743388380977,-0.499486200281976,5.18781890981664,-2.93634355829294,0.00338111183778952,0.0674096208273405,-2.3544497885496
"ENSG00000134597.14",2487,"ENSG00000134597.14","ENSG00000134597","protein_coding","RBMX2",51634,"InGen",4,5.93820216828293,0.35182175354404,3.69622640562592,2.88471360814725,0.00398408937431204,0.0738106773562126,-2.35502045732082
"ENSG00000133195.11",5583,"ENSG00000133195.11","ENSG00000133195","protein_coding","SLC39A11",201266,"InGen",17,3.36354703073777,-0.614173305822364,4.1672566302067,-2.91576589037213,0.00361069222777199,0.0704586969331092,-2.3574669852055
"ENSG00000139714.12",3856,"ENSG00000139714.12","ENSG00000139714","protein_coding","MORN3",283385,"InGen",3,1.83348371710531,1.05915945088564,2.48168685640085,2.79757640111025,0.00522680075335563,0.0853002011217831,-2.35762963979672
"ENSG00000152208.12",10951,"ENSG00000152208.12","ENSG00000152208","protein_coding","GRID2",2895,"InGen",9,2.9000093455758,0.891803032294916,4.74209680976922,2.90629640673764,0.00372103648167223,0.0714134230927461,-2.36117984444269
"ENSG00000271009.2",1847,"ENSG00000271009.2","ENSG00000271009","lincRNA","RP11-346C20.3",NA,"InGen",1,0.282255725070589,-1.24339729404037,-1.09468167988918,-2.75144914509983,0.00601790213004908,0.091977318975318,-2.36206577492572
"ENSG00000138613.13",5494,"ENSG00000138613.13","ENSG00000138613","protein_coding","APH1B",83464,"InGen",10,5.08229764927034,-0.537415168957231,4.77970294700424,-2.92542971900819,0.00350116297782479,0.069061635127078,-2.36459645332498
"ENSG00000182747.4",2359,"ENSG00000182747.4","ENSG00000182747","protein_coding","SLC35D3",340146,"InGen",1,0.133832382005129,-3.07176027850493,-1.72410869078316,-2.82324834973795,0.00482846010018747,0.082099611304561,-2.36702867783982
"ENSG00000247970.2",1039,"ENSG00000247970.2","ENSG00000247970","lincRNA","RP11-543C4.1",NA,"InGen",1,2.21972393310507,0.867128134461537,0.922107651793695,2.77710348641002,0.00556551986753084,0.0880123999489457,-2.36788325260249
"ENSG00000220575.7",2730,"ENSG00000220575.7","ENSG00000220575","antisense","HTR5A-AS1",100128264,"InGen",2,3.44521940954322,2.12400415245917,3.34908399218175,2.80185773800067,0.00515836942382977,0.0848780305574218,-2.36820267430869
"ENSG00000144815.15",8635,"ENSG00000144815.15","ENSG00000144815","protein_coding","NXPE3",91775,"InGen",7,9.29744452058404,-0.637970294108596,6.35156819436476,-2.93343328917664,0.00341275209852106,0.0679362397070066,-2.37021555790515
"ENSG00000279255.1",1418,"ENSG00000279255.1","ENSG00000279255","TEC","LA16c-380A1.2",NA,"InGen",1,1.19294126868831,1.55559729483723,0.193169590866147,2.75461391633743,0.00596035655718699,0.091474232452035,-2.37051081444194
"ENSG00000103485.17",3642,"ENSG00000103485.17","ENSG00000103485","protein_coding","QPRT",23475,"InGen",4,2.42975458325047,-0.635799264162679,3.06738830906722,-2.90198130782578,0.00377232934653717,0.0717465014416477,-2.37092100305976
"ENSG00000253503.5",716,"ENSG00000253503.5","ENSG00000253503","lincRNA","RP11-653B10.1",NA,"InGen",2,0.60922598974494,3.96532369606943,-2.9162803991646,2.76017966013679,0.00586035679116158,0.0906255245739715,-2.37101539079717
"ENSG00000226049.3",3192,"ENSG00000226049.3","ENSG00000226049","processed_pseudogene","TLK2P1",NA,"InGen",1,2.78495675744632,1.25885982099176,2.66862692792985,2.80485993671536,0.00511086798172372,0.0844127013787416,-2.37263382882353
"ENSG00000137563.11",3130,"ENSG00000137563.11","ENSG00000137563","protein_coding","GGH",8836,"InGen",8,2.66499519844889,-0.93837285975075,3.05494520057751,-2.87648811373837,0.00408871320271319,0.0750164896571189,-2.37341947395631
"ENSG00000279306.1",933,"ENSG00000279306.1","ENSG00000279306","TEC","RP5-915N17.11",NA,"InGen",1,0.191689821472402,1.55626939134467,-2.46804273904803,2.73354841797269,0.00635293005777682,0.0949761217033248,-2.37380298301597
"ENSG00000226994.7",4324,"ENSG00000226994.7","ENSG00000226994","lincRNA","AC012593.1",NA,"InGen",16,0.524362911682965,-1.30747928860984,1.0020051039907,-2.80757717145058,0.0050682169369307,0.083996347241972,-2.37509263284349
"ENSG00000150636.16",5805,"ENSG00000150636.16","ENSG00000150636","protein_coding","CCDC102B",79839,"InGen",12,1.92266020450511,0.536714201514477,3.43715322888935,2.86556893444013,0.00423145538833539,0.0761310568760855,-2.37526362031677
"ENSG00000172794.19",5074,"ENSG00000172794.19","ENSG00000172794","protein_coding","RAB37",326624,"InGen",16,1.35569159030759,-1.54530712063567,2.43906676599515,-2.90268586981767,0.0037639106294613,0.0717465014416477,-2.37526440378136
"ENSG00000224032.6",3344,"ENSG00000224032.6","ENSG00000224032","lincRNA","EPB41L4A-AS1",NA,"InGen",4,8.63372264086699,0.611901347500582,4.7212775264237,2.90555019091895,0.00372986098103819,0.0714134230927461,-2.37874388812071
"ENSG00000196199.13",4905,"ENSG00000196199.13","ENSG00000196199","protein_coding","MPHOSPH8",54737,"InGen",5,19.4131457008909,0.321681302677323,6.41109651311863,2.93137320969016,0.00343531202474094,0.0682013340782413,-2.3788517486973
"ENSG00000147649.9",6391,"ENSG00000147649.9","ENSG00000147649","protein_coding","MTDH",92140,"InGen",6,14.9856116575122,-0.469714010173372,6.57913675413598,-2.92955861667071,0.00345529612204705,0.0684685888574537,-2.38189405813004
"ENSG00000186866.16",5862,"ENSG00000186866.16","ENSG00000186866","protein_coding","POFUT2",23275,"InGen",14,2.72711672688469,-0.549860131127309,3.75542613753547,-2.88907962631807,0.00392955023147548,0.0732332952816484,-2.38219104958739
"ENSG00000125430.8",5367,"ENSG00000125430.8","ENSG00000125430","protein_coding","HS3ST3B1",9953,"InGen",2,0.288544139613226,-1.93462042776828,-0.577894948086338,-2.78803831036161,0.00538221545001826,0.0866956860406287,-2.38448454755148
"ENSG00000277351.1",615,"ENSG00000277351.1","ENSG00000277351","antisense","RP11-325L12.6",NA,"InGen",1,0.95492005702381,-1.30459352212753,-1.27678108891828,-2.78392587086955,0.00545050359804259,0.0868805594984128,-2.38512209907878
